id,MajorAxisLength,MinorAxisLength,Roundness,AspectRation
223,96.29743756,45.24113928,0.7595138851,2.128536971
224,111.2556534,52.19604698,0.7716073797,2.131495771
225,109.3557051,51.28416875,0.8067795417,2.132348203
226,110.4948924,51.78753009,0.7711395272,2.133619661
227,107.6272465,50.44282234,0.7730674899,2.133648387
228,129.098407,60.41631466,0.8051113855,2.136813669
229,122.0585037,56.94218191,0.7806857745,2.143551574
230,111.7058775,51.9735486,0.8126959634,2.149283251
231,125.2441841,58.1835187,0.769410253,2.1525715
232,110.6219338,51.36922513,0.719438986,2.153467052
233,113.0268924,52.40467224,0.7116767274,2.156809452
234,125.8670623,58.21205006,0.7778770628,2.162216624
235,111.7161753,51.64579845,0.8031492159,2.163122241
236,115.8966117,53.48524695,0.747240192,2.166889345
237,118.2847646,54.53488492,0.7868852497,2.168974314
238,86.56781638,39.90651744,0.7737087129,2.169265121
239,96.03513343,44.11935531,0.7589099349,2.176712075
240,121.0072161,55.57226815,0.7454610198,2.177474846
241,123.1519679,56.4790283,0.7538363509,2.180490204
242,102.3709892,46.94326548,0.7987486857,2.18073856
243,131.2915779,60.17811905,0.7758487299,2.181716211
244,123.6655012,56.66273543,0.8047331639,2.182483784
245,107.8182786,49.3411712,0.7915386339,2.185158479
246,117.4406074,53.63079347,0.7759047733,2.189798059
247,120.0834497,54.82157996,0.778849783,2.190441243
248,112.3670498,51.29491408,0.7593439315,2.190608013
249,119.8737416,54.71854525,0.7723109127,2.190733345
250,107.3117282,48.93080224,0.7587910993,2.193132409
251,128.2888753,58.47084588,0.7240409563,2.194065664
252,109.3482943,49.8376875,0.7742273965,2.194088445
253,114.4279914,52.15120679,0.7321587756,2.194158073
254,108.7011905,49.45734894,0.7669604996,2.19787742
255,122.7478685,55.75784788,0.7230306595,2.201445593
256,123.9435304,56.23539815,0.7645726947,2.204012677
257,135.2490597,61.31214783,0.7360203025,2.205909669
258,126.2920083,57.23821435,0.7643778475,2.206428166
259,115.8597799,52.49343954,0.7319087198,2.207128755
260,128.4823393,58.16517707,0.7406081163,2.208922
261,110.4531344,49.99383017,0.780418169,2.209335313
262,115.4135356,52.22960782,0.7176044474,2.209733911
263,111.3236714,50.30696932,0.705696824,2.212887655
264,123.1084563,55.62897901,0.7465308283,2.213027428
265,99.01478925,44.63155114,0.7521955734,2.218493122
266,127.1054624,57.26437529,0.7209454954,2.219625409
267,127.9285827,57.61755431,0.7497552037,2.220305672
268,125.8384269,56.6555965,0.6618486125,2.221112029
269,119.9345923,53.99067461,0.6858805467,2.221394586
270,126.6443526,56.98484397,0.7674448696,2.222421679
271,124.4496928,55.95378028,0.7566761371,2.224151651
272,113.719943,51.08260448,0.7005648611,2.226197042
273,118.0428891,53.01542506,0.7750286732,2.226576302
274,120.1405384,53.7163328,0.7721118419,2.236573722
275,124.8235842,55.73978445,0.7735441695,2.239398401
276,123.6906866,55.22951728,0.7194839286,2.239575732
277,113.3293145,50.34002156,0.7817296202,2.251276639
278,127.5101183,56.60794623,0.7607293431,2.252512709
279,106.1158346,47.02590414,0.7854598832,2.256540017
280,120.6979911,53.45390584,0.7710558378,2.257982635
281,133.6271788,59.12347743,0.75960905,2.260137337
282,121.5526062,53.70860038,0.6181315297,2.263187001
283,103.894842,45.88286667,0.7283718394,2.264349408
284,118.8853189,52.45069063,0.7507289363,2.266611124
285,117.7277342,51.92222212,0.7244371605,2.267386283
286,124.2806183,54.81120375,0.776656761,2.267430923
287,125.3970223,55.30187602,0.7476383297,2.267500333
288,132.7895598,58.55567096,0.7499033931,2.267748924
289,119.4916115,52.69032762,0.7795660915,2.267809234
290,129.0742991,56.91197897,0.7611734491,2.267963643
291,129.0807906,56.88186745,0.6750187953,2.269278355
292,141.1236288,62.17534592,0.749637485,2.269768294
293,122.2136145,53.73494502,0.7770874202,2.274378701
294,123.8644522,54.4293035,0.7462202486,2.275694235
295,123.991228,54.48500011,0.730784721,2.275694736
296,118.5822997,52.06616637,0.2612973889,2.277530842
297,109.419762,48.03406538,0.7359287959,2.277961715
298,135.1197917,59.31434447,0.7630076582,2.278028913
299,128.6306201,56.4069029,0.6983409244,2.280405651
300,125.1644596,54.67086487,0.7438996992,2.289417954
301,126.8097594,55.35515604,0.7732164345,2.290839165
302,111.7977586,48.8009917,0.7528949217,2.290891123
303,103.7527928,45.26165673,0.7787305979,2.292288889
304,124.904374,54.45602198,0.7698545564,2.293674225
305,126.4776571,55.08589466,0.7502419125,2.29600804
306,134.4606566,58.54608192,0.6429395864,2.296663622
307,124.5148772,54.21520552,0.7536276166,2.296678136
308,134.8275164,58.57195048,0.757482389,2.301912694
309,124.9396755,54.2487085,0.6772000714,2.303090322
310,113.7689435,49.39653936,0.7510105164,2.303176396
311,135.8597438,58.81014204,0.7514324624,2.310141398
312,140.4063965,60.77690138,0.7128030963,2.3101934
313,133.2444458,57.58988352,0.7098055761,2.313677987
314,123.5226615,53.34879907,0.7430884671,2.315378484
315,131.629047,56.84208808,0.7242366952,2.315696898
316,119.0063356,51.3813348,0.7637199566,2.316139432
317,110.1418199,47.54017615,0.7617643234,2.316815562
318,128.2147081,55.33510202,0.7277315776,2.317059217
319,120.8171894,52.10565058,0.7610016213,2.318696496
320,129.0205405,55.63227728,0.7488008883,2.31916698
321,118.0977083,50.90915187,0.7137640778,2.319773635
322,138.0376883,59.49805441,0.7288384675,2.32003701
323,109.8486599,47.31982512,0.7357231847,2.321408831
324,126.3149145,54.41165575,0.7543463925,2.321467942
325,139.0922395,59.90157146,0.696051965,2.322013197
326,107.4901282,46.23892946,0.7271873642,2.324667319
327,123.0370935,52.89732251,0.2992976235,2.325960705
328,130.2621314,55.96028775,0.7600965934,2.327760214
329,114.9435821,49.37002437,0.6941624536,2.328205903
330,125.9803048,54.10522429,0.7729262255,2.328431431
331,104.3276353,44.80273426,0.72233116,2.328599738
332,129.0803,55.39471737,0.7086750457,2.330191507
333,130.0598902,55.81294139,0.7366387877,2.330281955
334,143.9124976,61.6740398,0.6762928809,2.333437182
335,119.8611577,51.35134765,0.7683768546,2.334138503
336,124.6260959,53.36725831,0.7424023833,2.335253858
337,128.0663147,54.83162027,0.754745273,2.335628859
338,130.4379451,55.81780631,0.738745817,2.33685187
339,125.6229894,53.74148331,0.756291127,2.33754228
340,141.7730175,60.63224136,0.6874640345,2.338244708
341,127.2987968,54.43345386,0.6985584221,2.338613257
342,142.34725,60.86592873,0.6714145257,2.338701684
343,120.7373788,51.59419579,0.7452859297,2.340134912
344,121.0657867,51.71361378,0.7290703529,2.341081542
345,109.7155482,46.81157756,0.7394548377,2.343769511
346,124.2348815,52.99859978,0.7671842141,2.344116298
347,115.2274784,49.14862456,0.7640053185,2.344470053
348,120.1209915,51.18395809,0.7567884344,2.346848427
349,125.5654589,53.47694772,0.7695000157,2.348029651
350,124.084748,52.77875015,0.7453723669,2.35103612
351,125.5864509,53.40982683,0.765946823,2.35137349
352,113.529303,48.27920161,0.7618443544,2.35151575
353,125.3959043,53.30208661,0.6954640118,2.352551509
354,134.2316812,57.05443377,0.7187780463,2.352695003
355,144.9073336,61.56537661,0.6717750298,2.353714728
356,115.5183228,49.06249966,0.7623668751,2.354513601
357,118.805766,50.43880144,0.7504075676,2.355443876
358,116.2937463,49.33311864,0.7304241183,2.357315927
359,129.7610596,55.03706832,0.7303380171,2.357702973
360,127.0159877,53.86276766,0.7446664688,2.358140757
361,139.9708612,59.254473,0.7120199842,2.362199074
362,130.9221608,55.39486495,0.76667865,2.363434967
363,147.138743,62.21498302,0.7394897568,2.365004953
364,120.0437924,50.74565115,0.7727997909,2.365597637
365,135.2677147,57.17892838,0.7225730637,2.365691672
366,147.4293134,62.30497029,0.6732915466,2.366252847
367,147.8905453,62.46606562,0.7183669863,2.367534178
368,133.5949267,56.42123689,0.7485518633,2.367812796
369,140.4275867,59.23182036,0.6712398865,2.370813286
370,144.3587743,60.84233271,0.7278720407,2.372669947
371,116.1939725,48.95934176,0.768969555,2.373274809
372,132.4816506,55.72407565,0.7276180223,2.377458021
373,129.1862369,54.3029021,0.7582981382,2.378993238
374,139.180131,58.45366738,0.719729966,2.381033342
375,136.6145396,57.37269718,0.7403532912,2.381176872
376,132.6956228,55.68618329,0.7479177523,2.382918257
377,138.2095558,57.99418631,0.7640345448,2.383162254
378,122.0421307,51.19475302,0.7462402845,2.383879665
379,134.2851441,56.32429689,0.7410205744,2.384142396
380,135.9417416,57.01859044,0.7527861506,2.384165244
381,139.0147323,58.28623371,0.76140343,2.385035427
382,109.2221888,45.78398888,0.7439613216,2.385597924
383,103.2901421,43.28497882,0.728850092,2.38628145
384,146.177056,61.25272911,0.7320180642,2.386457846
385,122.8211457,51.46334912,0.7237240845,2.386575063
386,133.4634273,55.91659689,0.7310321948,2.386830293
387,133.881794,56.00515296,0.7298850039,2.390526352
388,128.6889548,53.81889593,0.7291904001,2.391148176
389,130.2739254,54.48061344,0.7290988987,2.391197843
390,121.3226446,50.71577122,0.7305282577,2.392207428
391,137.4244119,57.43165941,0.7350786782,2.392833732
392,137.9956035,57.66596082,0.7256541152,2.393016634
393,137.8932058,57.6131887,0.7415212586,2.393431242
394,118.9054023,49.66997344,0.7501247291,2.393909118
395,125.2643871,52.32501448,0.7463687848,2.393967558
396,117.9279205,49.2484593,0.7458351248,2.394550452
397,128.0022172,53.43802216,0.7446650628,2.395339723
398,116.0601546,48.44034455,0.7541088487,2.395939907
399,130.4457155,54.4259274,0.7623271351,2.396756873
400,99.32051276,41.43641868,0.7149242392,2.396937668
401,132.7560217,55.37329946,0.7488074776,2.397473566
402,146.6962997,61.18062105,0.6222021518,2.39775761
403,129.037623,53.80876967,0.7392399219,2.398077931
404,124.0033857,51.68537529,0.7045827127,2.399196775
405,130.83002,54.52957006,0.7331077491,2.399249066
406,126.2778934,52.61389592,0.713243729,2.40008635
407,107.8974401,44.94078546,0.7491099474,2.400880158
408,107.6060473,44.81011044,0.722225121,2.401378756
409,124.7248074,51.90747401,0.7403580559,2.402829454
410,133.0157281,55.34858972,0.7292450275,2.403236086
411,130.6999931,54.37499282,0.7046525242,2.403678351
412,127.6522495,53.0920322,0.7484982629,2.404357946
413,140.3828578,58.3242352,0.6881599737,2.406938681
414,115.3967443,47.9325942,0.715188526,2.407479634
415,120.9747517,50.21689738,0.7616151311,2.409044724
416,134.4930235,55.81961637,0.7552234119,2.409422211
417,128.1784256,53.1936825,0.7493777287,2.40965505
418,138.3324882,57.40293611,0.7508105145,2.409850393
419,123.9306004,51.41678314,0.7229135362,2.410314159
420,139.2741572,57.78159612,0.7578010515,2.410354967
421,146.3717849,60.71394419,0.7441697579,2.41084296
422,130.9643735,54.28666365,0.7301304278,2.412459428
423,150.429964,62.34924866,0.6720182527,2.412698905
424,126.4068098,52.38486049,0.7409332757,2.413040879
425,136.3800864,56.49175078,0.7207630748,2.414159316
426,125.3132385,51.87272624,0.7338227921,2.415782774
427,133.3679075,55.20183645,0.7585505244,2.416004902
428,152.1134913,62.94989207,0.6944633927,2.416421796
429,137.0297517,56.68285423,0.6193313672,2.417481504
430,141.1434891,58.36184935,0.7347815817,2.418420435
431,144.4331141,59.71033765,0.7423669328,2.418896288
432,134.1673184,55.46048507,0.7169353652,2.41915155
433,131.609712,54.4026735,0.7449582377,2.419177285
434,142.3807955,58.78110107,0.7519931036,2.422220627
435,132.723628,54.7883112,0.6801947777,2.422480727
436,127.1641483,52.48567756,0.7493321044,2.422835222
437,129.1812458,53.3142954,0.6852230115,2.42301328
438,133.1994688,54.92936825,0.7188480612,2.424922642
439,153.583387,63.32285358,0.6968008617,2.425402178
440,136.8780111,56.43017494,0.7556490163,2.425617344
441,133.084582,54.86535794,0.6884522161,2.425657774
442,122.1619579,50.3440607,0.730700321,2.426541607
443,142.9495008,58.90687675,0.7006329986,2.426703106
444,133.4361583,54.97468691,0.766559782,2.427229072
445,114.4543656,47.13968338,0.7398666249,2.427983334
446,144.267473,59.41414409,0.7184958275,2.428167151
447,141.3583591,58.21163627,0.7219051649,2.428352271
448,134.5195056,55.31763147,0.7308783492,2.43176546
449,130.2207659,53.54299328,0.7167298435,2.432078558
450,121.9966621,50.15451213,0.7354153601,2.432416486
451,137.1638147,56.36935775,0.7498555514,2.43330455
452,125.003672,51.36408785,0.736858714,2.433678416
453,133.4399856,54.82410069,0.7391116599,2.433965791
454,151.6017657,62.26812033,0.6038066254,2.434661025
455,142.5335656,58.50998343,0.7345846257,2.436055477
456,141.4124755,58.04315267,0.7269403962,2.43633347
457,112.1203439,46.01282025,0.7081480341,2.436719665
458,131.6302887,53.97675659,0.704655156,2.438647615
459,147.0057745,60.26176523,0.7174928719,2.439453507
460,123.4969179,50.62414147,0.7415878603,2.439486662
461,131.4621525,53.85539635,0.7523375017,2.441020983
462,115.0649959,47.12533466,0.7291933613,2.441680186
463,128.7618704,52.72642645,0.7112693002,2.442074669
464,107.780575,44.12313831,0.6911499337,2.442722324
465,134.5617589,55.08209826,0.7535907617,2.442930883
466,136.6195076,55.92340017,0.7542326566,2.442975699
467,141.0651834,57.73350774,0.7083721854,2.44338494
468,125.9189141,51.5104279,0.7273035043,2.44453248
469,132.2525025,54.08801741,0.7623706888,2.445134964
470,136.8870215,55.97868866,0.7298433957,2.445341696
471,134.9710615,55.19301256,0.7246254039,2.44543748
472,139.5753817,57.06421701,0.7304846729,2.445935282
473,144.4487392,59.0196392,0.7169127237,2.447469031
474,142.4027871,58.145802,0.7313025147,2.449063942
475,132.3942597,54.05568063,0.7162271037,2.449220104
476,112.4289564,45.89775233,0.7200459298,2.449552554
477,135.8156503,55.44460968,0.7298377642,2.449573567
478,123.0018106,50.20161732,0.7222259131,2.450156332
479,126.6010653,51.66611058,0.728334216,2.450369573
480,146.7290182,59.85390462,0.7379156934,2.451452735
481,123.9603486,50.55859111,0.7331985324,2.451815722
482,123.4962215,50.35078641,0.7267681887,2.452716836
483,131.8083893,53.72745253,0.7420266577,2.453278224
484,123.0033869,50.13791447,0.7364102725,2.453300825
485,136.0519648,55.44610788,0.750106052,2.453769434
486,138.5717146,56.46244162,0.589145961,2.454228167
487,152.0684401,61.93266284,0.7281319199,2.455383527
488,131.152746,53.38772664,0.7071297789,2.456608555
489,136.7764526,55.66036397,0.6974344896,2.457340248
490,141.0341403,57.38530573,0.7127758713,2.45766993
491,133.6566273,54.36164284,0.6798925345,2.458656883
492,123.4300431,50.18648304,0.7213072669,2.45942803
493,136.5709394,55.50969084,0.7077287556,2.460308053
494,142.0806537,57.74622982,0.6554237953,2.460431687
495,130.3923317,52.9861638,0.7403959239,2.46087511
496,113.3307374,46.05036728,0.7309527031,2.461017015
497,129.8095836,52.73574362,0.7395355051,2.461510443
498,133.9713999,54.38703038,0.7524078321,2.463296836
499,134.6662091,54.66357193,0.7193813855,2.463545729
500,146.5902286,59.47327096,0.7134415377,2.464808581
501,145.3227386,58.95153668,0.726850867,2.465122145
502,110.526367,44.83370231,0.7021463432,2.465251839
503,153.7521765,62.36240967,0.7025117341,2.465462405
504,98.25357731,39.84355839,0.7093853494,2.465983995
505,135.5966905,54.97388948,0.686135489,2.466565342
506,114.0357278,46.23159879,0.740905379,2.466618737
507,132.37029,53.66382538,0.7362781003,2.466657736
508,142.8945698,57.92866234,0.7301723725,2.466733462
509,122.2751429,49.56778539,0.7053128479,2.46682683
510,122.9356199,49.83165997,0.7501370408,2.467018358
511,147.4684448,59.76043555,0.6389714093,2.467660141
512,137.2760562,55.62069633,0.7270991552,2.468075109
513,135.2488748,54.76758028,0.7121183378,2.469506122
514,140.5523231,56.88359072,0.7017385587,2.470876422
515,128.7727389,52.09173863,0.7538120343,2.472037646
516,123.1738361,49.81573088,0.7258985089,2.472589158
517,125.103985,50.5819799,0.7263134456,2.47329158
518,127.7561877,51.64838203,0.7026064437,2.473575796
519,137.8066123,55.70828794,0.7427399681,2.473718318
520,141.01624,56.99509238,0.6958611076,2.474182146
